objectid,title,project_link,description,subject,date,creator,institution,location,latitude,longitude,language,creator_github,cb_template,collection_type,institution_type,home_feature,format,display_template,object_location,image_small,image_thumb
example0091,Upper Steel Arch Bridge in Cyanotype,https://chris-tea1.github.io/Upper-Steel-Arch-Bridge-in-Cyanotype/,"The focus of this digital exhibit is a photobook of cyanotype prints of the Upper Steel Arch Bridge, taken by Charles W. Dill, who was the superintendent of the bridge from 1895-1899. The Upper Steel Arch Bridge, also known as “Honeymoon Bridge,” was the fourth bridge spanning the Niagara Gorge. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.",Cyanotype prints; Niagara Falls; Bridges; Niagara Region,2021,Christy Mitchell,Brock University,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,eng,https://github.com/chris-tea1,CB-GH,Student Project,,,image/jpeg,project,/objects/example0091.jpg,/objects/small/example0091_sm.jpg,"/objects/thumbs/example0091_th.jpg"
example0092,The Terrapin Tower in 19th Century Niagara,https://naomiegbunike.github.io/Terrapintowr/,"This collection of images explores the history of the destroyed 19th century Niagara Falls tourist site, The Terrapin Tower, and displays its impact on visual culture during the time of its existence. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.",Terrapin Tower; Niagara Falls; Niagara Region,2021,Naomi Egbunike,Brock University,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,eng,https://github.com/naomiegbunike,CB-GH,Student Project,,,image/jpeg,project,/objects/example0092.jpg,/objects/small/example0092_sm.jpg,"/objects/thumbs/example0092_th.jpg"
example0093,Niagara As Told Through Its Advertisements,https://connorhea.github.io/Niagararegionadvertisements/,The aim of this digital exhibition is to provide insight into the Niagara region by analyzing the intentions and depictions of companies through their advertisements during the 19th century. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.,Advertisements; Niagara Falls; Niagara Region,2021,Connor Old,Brock University,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,eng,https://github.com/connorhea,CB-GH,Student Project,,,image/jpeg,project,/objects/example0093.jpg,/objects/small/example0093_sm.jpg,"/objects/thumbs/example0093_th.jpg"
example0094,A Look at Healthcare in the Niagara Region in the Long 19th Century,https://ellabelle.github.io/19thCenturyHealthcareinNiagaraRegion/,This digital exhibition is a series of images that shows what healthcare looked like in the 19th century around the Niagara Region. Created as part of the VISA 2P90: 19th Century Visual Culture course at Brock University.,Niagara Region; Healthcare,2021,Ella Bos; Morgan Sarah Jane Branton,Brock University,"St. Catharines, Ontario, Canada",43.41983876,-79.25063695,eng,https://github.com/ellabelle,CB-GH,Student Project,,,image/jpeg,project,/objects/example0094.jpg,/objects/small/example0094_sm.jpg,"/objects/thumbs/example0094_th.jpg"
example0095,Pandemic Memories,https://claireschen.github.io/pandemic-demo/,"A digital collection pertaining to memories of the pandemic at home and at the University at Buffalo. This is an idiosyncratic set of images, documents, and clips to capture elements of the lock down and longer pandemic. The collection hints at the alternative ways of living and working during the initial stages of the pandemic and the gradual return to some kind of near normal. Created as part of CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).",Pandemic; COVID-19,2022,Claire Schen,Digital Humanities Summer Institute (DHSI),"Buffalo, NY",42.88630335,-78.87783189,eng,https://github.com/claireschen,CB-GH,Personal Collection; Student Project,,,image/jpeg,project,/objects/example0095.jpg,/objects/small/example0095_sm.jpg,"/objects/thumbs/example0095_th.jpg"
example0096,Babylonian Elites,https://wangj619.github.io/babylonianelites,"This digital collection highlights the social networks of the elites in the city of Babylon during the reign of Darius I (522–486 BCE). Elite families passed down their family archives from generation to generation, some of which are preserved today. These archives consist of texts (contracts and court documents) concerning their properties, including its acquisition, management and transfer (such as inheritance divisions, dowry and gifting). Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).",Babylon; Family archives,2022,Jinyan Wang,Digital Humanities Summer Institute (DHSI),,,,eng,https://github.com/wangj619,CB-GH,Digital Archive; Student Project,,,image/jpeg,project,/objects/example0096.jpg,/objects/small/example0096_sm.jpg,"/objects/thumbs/example0096_th.jpg"
example0097,Gullah Geechee Collection,https://spudmc10.github.io/gullahcollection,Collection of resources both available virtually and from personal data gathering concerning Gullah Geecheee. The current project seeks to gather contemporary expressions of Gullah Geechee together with historical representations to let visitors experience the language across time and space. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).,Interviews; Gullah Geecheee; African Americans,2022,Spud McCullough,Digital Humanities Summer Institute (DHSI),"Charleston, SC",32.77458197,-79.92584599,eng,https://github.com/spudmc10,CB-GH,Digital Archive; Student Project,,,image/jpeg,project,/objects/example0097.jpg,/objects/small/example0097_sm.jpg,"/objects/thumbs/example0097_th.jpg"
example0098,Recusant Readers,https://cchenovick.github.io/Recusant-Readers,"From the seventeenth through the eighteenth century, the Finch family of Mawdesley, Lancashire collected and left their marks in a library of devotional, homiletic, educational, polemical, and practical works. The Finch-Haydocke collection consists of roughly 250 printed books and several paper-bound manuscript notebooks collected or produced by the Finch family. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).",Manuscripts; School books,2022,Clarissa Chenovick,Digital Humanities Summer Institute (DHSI); Stonyhurst College Historic Libraries,"Stonyhurst, Clitheroe, United Kingdom",53.84750729,-2.471924885,eng,https://github.com/cchenovick,CB-GH,Digital Archive; Student Project,,,image/jpeg,project,/objects/example0098.jpg,/objects/small/example0098_sm.jpg,"/objects/thumbs/example0098_th.jpg"
example0099,UMW Buildings,https://ajksc.github.io/demo-collection,"A demo collection containing photographs of buildings at the University of Mary Washington in Fredericksburg, VA. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).",University buildings,2022,,Digital Humanities Summer Institute (DHSI),"Fredericksburg, VA",38.30212901,-77.47442708,eng,https://github.com/ajksc,CB-GH,Student Project,,,image/jpeg,project,/objects/example0099.jpg,/objects/small/example0099_sm.jpg,"/objects/thumbs/example0099_th.jpg"
example0100,Touring Antiquity: The Richard Stillwell Collection,https://jgearhart.github.io/stillwell,"Richard Stillwell (1899-1982), Princeton '21 and '24, was a beloved long-serving member of the faculty and a prolific scholar. More than 1200 photographic negatives taken early in his career belong to the Research Photographs collections of the Department of Art and Archaeology. Beginning in early 2019 Visual Resources staff (with much help from undergraduate student workers), captured, edited, and catalogued the collection. This digitization project has culminated in this online exhibition showcasing the many fine quality images of the collection, most of which were taken in Greece between 1924 and 1934 and many likely taken by his wife at the time, Agnes Newall. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).",Photographic negatives; Photographs,2022,Julia Gearhart,Digital Humanities Summer Institute (DHSI); Princeton University,"Princeton, NJ",40.34329043,-74.6550739,eng,https://github.com/jgearhart,CB-GH,Digital Archive; Student Project,,true,image/jpeg,project,/objects/example0100.jpg,/objects/small/example0100_sm.jpg,"/objects/thumbs/example0100_th.jpg"
example0101,The Reparative Digital Archive Platform,https://egrumbac.github.io/repair-dhsi-demo,"The Reparative Digital Archive Platform reckons with our ever present and already historical moment of dissonance, when a push to return to ""normal"" is resisted by the ongoing disruptions of mutating disease and racial and economic disparity. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).",Design thinking; Documentation,2022,Liz Grumbach,Digital Humanities Summer Institute (DHSI); Lincoln Center for Applied Ethics (LCAE); Arizona State University,"Tempe, AZ",34.04031926,-111.9045909,eng,https://github.com/egrumbac,CB-GH,Digital Archive; Student Project,,,image/jpeg,project,/objects/example0101.jpg,/objects/small/example0101_sm.jpg,"/objects/thumbs/example0101_th.jpg"
example0102,The Morrisseau Project: 1955-1985,https://morproject.github.io/collection/,Why are Morrisseau's pieces so colourful? Who are the figures depicted in his art? How did he combine marketing savviness and the practice of gifting to further his career? Delve into Morrisseau's own words and explorations by researchers through these vignettes. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).,Art; Indigenous art,2022,,Digital Humanities Summer Institute (DHSI),,,,eng,https://github.com/morproject,CB-GH,Student Project; Digital Exhibit,,,image/jpeg,project,/objects/example0102.jpg,/objects/small/example0102_sm.jpg,"/objects/thumbs/example0102_th.jpg"
example0103,Africa and Andalusia Demo Collection,https://b-maxey.github.io/africa-and-andalusia_draft/,This is a demo collection using CollectionBuilder-GH based on sites visited by the website creator in 2016. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).,Africa; Andalusia,2022,Bryon Maxey,Digital Humanities Summer Institute (DHSI),,,,eng,https://github.com/b-maxey,CB-GH,Student Project; Personal Collection,,,image/jpeg,project,/objects/example0103.jpg,/objects/small/example0103_sm.jpg,"/objects/thumbs/example0103_th.jpg"
example0104,"Thomas Andrews, Shipbuilder",https://cglisko.github.io/thomas-andrews-shipbuilder/,"An online gallery in honor and memory of Thomas Andrews, designer of the Titanic. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).",Titanic; Ship building,2023,Castiel Lisko,Digital Humanities Summer Institute (DHSI); University of Alabama,"Tuscaloosa, AL",33.21221046,-87.54022895,eng,https://github.com/cglisko,CB-CSV,Digital Archive; Student Project,,,image/jpeg,project,/objects/example0104.jpg,/objects/small/example0104_sm.jpg,"/objects/thumbs/example0104_th.jpg"
example0105,Stuff Without Context,https://r-antoniomg.github.io/stuff-without-context/,This demo collection features a random selection of digitized sketches and drawings by the website creator. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).,Sketches; Drawings,2023,Roberto Antonio Munoz Gomez,Digital Humanities Summer Institute (DHSI),,,,eng,https://github.com/r-antoniomg,CB-CSV,Student Project; Digital Exhibit; Personal Collection,,,image/jpeg,project,/objects/example0105.jpg,/objects/small/example0105_sm.jpg,"/objects/thumbs/example0105_th.jpg"
example0106,Factory Forms: Making Copies in the Age of Automation,https://malahern.github.io/factoryforms/,"This digital collection contains images from the website creator's book-in-progress, <em>Factory Forms</em>. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).",Art book; Art,2023,Mal Ahern,Digital Humanities Summer Institute (DHSI),,,,eng,https://github.com/malahern,CB-CSV,Student Project; Digital Archive,,,image/jpeg,project,/objects/example0106.jpg,/objects/small/example0106_sm.jpg,"/objects/thumbs/example0106_th.jpg"
example0107,Tlingit Placenames,https://skyefree.github.io/dhsi-csv-demo-trt/,"The Taku River Tlingit First Nation is located in Northern BC (Canada). TRTFN traditional territory encompasses an area that expands beyond provincial/territorial and national borders. This website is a sandbox for developing the TRT Language and Land App, a static mobile version of the existing TRTFN GeoLive placenames map. The Language and Land App is a collaborative project with the TRTFN Land Guardians, who ""act as the eyes and ears of the TRTFN Lands Department."" Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).",Placenames; Indigenous peoples,2023,Emily Comeau,Digital Humanities Summer Institute (DHSI),"Stikine Region, BC, Canada",59.56781428,-133.7035464,eng,https://github.com/skyefree,CB-CSV,Student Project,,,image/jpeg,project,/objects/example0107.jpg,/objects/small/example0107_sm.jpg,"/objects/thumbs/example0107_th.jpg"
example0108,The Laura Goodman Salverson Archive,https://sydneylines.github.io/LGSA/,Laura Goodman Salverson (1890-1970) was best known for her Norse-inspired fiction and her sympathetic depictions of Scandinavian and German immigrants in North America. This archive is an attempt to recover Salverson’s works and bring her literary contributions back into public view. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).,Literature; Laura Goodman,2023,Sydney Lines,Digital Humanities Summer Institute (DHSI),,,,eng,https://github.com/sydneylines,CB-CSV,Student Project; Digital Archive,,,image/jpeg,project,/objects/example0108.jpg,/objects/small/example0108_sm.jpg,"/objects/thumbs/example0108_th.jpg"
example0109,Punk Rock Drum Machine,https://paddyo999.github.io/punk-rock-drum-machine/,Punk Rock Drum Machine Digital Archive hosts creative output from the artistic entity known as Punk Rock Drum Machine. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).,Punk rock; Music,2023,Patrick Flanigan,Digital Humanities Summer Institute (DHSI),"San Diego, CA",32.71543035,-117.1694033,eng,https://github.com/paddyo999,CB-CSV,Student Project; Digital Archive,,,image/jpeg,project,/objects/example0109.jpg,/objects/small/example0109_sm.jpg,"/objects/thumbs/example0109_th.jpg"
example0110,"Necromancy: A Hauntology of Grief, Materiality, and Research Creation",https://griffeff.github.io/cb-necromancy/,"The works of art contained in this digital collection were created for the website creator's Master’s thesis in Communication and Culture. Each work was made by photographing objects of sentimental value with a CIS (Contact Image Sensor) printer scanner. Most objects have been distorted, warped, stretched, and abstracted within the image, a result of the interupption and disruption of the object’s scan by physically manipulating the materials, the scanner itself, or the platen cover as the CIS bar carries out its scan. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).",Art; Scans,2023,Griffen Horsley,Digital Humanities Summer Institute (DHSI); Toronto Metropolitan University,"Toronto, ON, Canada",43.65796531,-79.37821241,eng,https://github.com/griffeff,CB-CSV,Student Project; Digital Exhibit; Digital Scholarship Project,,true,image/jpeg,project,/objects/example0110.jpg,/objects/small/example0110_sm.jpg,"/objects/thumbs/example0110_th.jpg"
example0111,A Robe By Any Other Name,https://bethabr.github.io/a-robe-by-any-other-name/,"This digital exhibit focuses on the Aga Khan Museum’s PS24 Robe and aims to identify its thematic commonalities, possible origins in Central Asia, and broader lessons learned through investigating the artefact in a digital context. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).",Textiles; Robes,2023,Elizabeth Abraham,Digital Humanities Summer Institute (DHSI); University of Toronto,"Toronto, ON, Canada",43.66350895,-79.3960062,eng,https://github.com/bethabr,CB-CSV,Student Project; Digital Scholarship Project,,,image/jpeg,project,/objects/example0111.jpg,/objects/small/example0111_sm.jpg,"/objects/thumbs/example0111_th.jpg"
example0112,Papers of George Washington Addenda,https://kal3aw.github.io/addenda/,This digital collection contains all newly found documents not included in the print edition of the Papers of George Washington. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).,George Washington,2023,Nickoal Eichmann-Kalwara,Digital Humanities Summer Institute (DHSI),,,,eng,https://github.com/kal3aw,CB-CSV,Student Project; Digital Archive,,,image/jpeg,project,/objects/example0112.jpg,/objects/small/example0112_sm.jpg,"/objects/thumbs/example0112_th.jpg"
example0113,Medieval Manuscripts at the Loyola Notre Dame Library,https://cgguerra.github.io/lndl-medieval-manuscripts/,"This collection showcases manuscripts from the Loyola Notre Dame Library archives. LNDL Medieval Manuscripts includes images of historiated initials, illuminated initials, and full page illustrations from the three medieval manuscripts featured in the library collection. The collection includes a 13th-century Italian quarto from a large Bible featuring Corinthians I and II and part of Galatians, a 15th-century Italian Book of Hours, and a 15th-century French Book of Hours. All three manuscripts were donated to Notre Dame by Father John Fletcher in the 1940s. Created as part of the CollectionBuilder course at the Digital Humanities Summer Institute (DHSI).",Manuscripts; Medieval texts,2023,Christina Guerra,Digital Humanities Summer Institute (DHSI); Loyola Notre Dame Library,"Baltimore, MD",39.35039757,-76.61705142,eng,https://github.com/cgguerra,CB-CSV,Student Project; Digital Archive,Academic Library,,image/jpeg,project,/objects/example0113.jpg,/objects/small/example0113_sm.jpg,"/objects/thumbs/example0113_th.jpg"
example0114,Potlatch Historical Society Collection,https://www.lib.uidaho.edu/digital/phs/,"This digital collection depicts life in and around Potlatch, Idaho from 1880 to 2022. The collection is comprised of 2,614 photographs and documents from Potlatch and surrounding areas. The digital materials in the Potlatch Historical Society Collection were donated to the University of Idaho Library by the Potlatch Historical Society. Some were also collected via community digitization days held at the Potlatch Public Library in 2017 and 2018.",Local history; Family history; Idaho,2023,University of Idaho Library,University of Idaho; Potlatch Historical Society,"Potlatch, ID",46.92162763,-116.897821,eng,https://github.com/uidaholib,CB-CONTENTdm,Digital Archive,Historical Society; Academic Library,,image/jpeg,project,/objects/example0114.jpg,/objects/small/example0114_sm.jpg,"/objects/thumbs/example0114_th.jpg"
example0115,Fire Lines,https://cdil.lib.uidaho.edu/fire-lines/,"A multimodal essay using threads from archival material, alongside Indigenous fire knowledge and ideas from Western science, in an effort to understand the lasting effects of 1910’s Great Fire on the landscapes of the Northwest.",Fire; Idaho,2023,"TheCDIL, Center for Digital Inquiry and Learning, University of Idaho Library; Isabel Marlens",University of Idaho,"Moscow, ID",46.72904381,-117.0126472,eng,https://github.com/thecdil/,CB-CSV,Student Project; Digital Scholarship Project; Multimodal Essay,,true,image/jpeg,project,/objects/example0115.jpg,/objects/small/example0115_sm.jpg,"/objects/thumbs/example0115_th.jpg"
example0116,Digital Library of Idaho,https://digitallibraryofidaho.org/,"A collection of digital libraries from across the state of Idaho, providing access points to the varied historical images, documents, and other media available to the public.",Idaho; Digital collections,2023,University of Idaho Library; Boise State University; Idaho State University; Idaho Commission for Libraries,University of Idaho,"Moscow, ID",46.72904381,-117.0126472,eng,https://github.com/uidaholib,CB-CSV,Digital Archive,,,image/jpeg,project,/objects/example0116.jpg,/objects/small/example0116_sm.jpg,"/objects/thumbs/example0116_th.jpg"
example0117,Ghana Music and Dance Initiative,https://ghanamusicdance.org/,"The Ghana Music and Dance initiative was started as a cooperative effort from ethnomusicologists, digital librarians, and Ghanian music specialists to actively document and preserve the sounds, dances, and traditions of Ghanian music. Liam Marchant, Center for Digital Inquiry and Learning 2021 Undergraduate Fellow, and Professor of ethnomusicology at the University of Idaho, Barry Bilderback, connected with Habib Iddrisu from the Univeristy of Oregon to create an engaging, accessable, and easy-to-update platform for video, photography, and audio recordings collected by the Agoo-Bi Nii Center and other various repositories of Ghanian dance and music.",Ghana; Music; Dance,2022,"TheCDIL, Center for Digital Inquiry and Learning, University of Idaho Library; Liam Marchant; Barry Bilderback",University of Idaho,"Moscow, ID",46.72904381,-117.0126472,eng,https://github.com/thecdil/,CB-CSV,Digital Archive,Academic Library,,image/jpeg,project,/objects/example0117.jpg,/objects/small/example0117_sm.jpg,"/objects/thumbs/example0117_th.jpg"
example0118,Wolf Reintroduction,https://cdil.lib.uidaho.edu/wolf-reintroduction/,This goal of this interactive multimodal project is to show various dimensions surrounding the wolf controversy in Idaho: a coalescence of regional viewpoints and events stemming from the initial release of Canis Lupus in 1995.,Wolves; Idaho,2023,"TheCDIL, Center for Digital Inquiry and Learning, University of Idaho Library; Floriana Tulli",University of Idaho,"Moscow, ID",46.72904381,-117.0126472,eng,https://github.com/thecdil/,CB-CSV,Student Project; Digital Scholarship Project; Multimodal Essay,,,image/jpeg,project,/objects/example0118.jpg,/objects/small/example0118_sm.jpg,"/objects/thumbs/example0118_th.jpg"
example0119,Black History at the University of Idaho,https://www.lib.uidaho.edu/blackhistory/,"This project is an ongoing collaboration between the Black History Research Lab and the University of Idaho Library that examines the history and contribution of Black students, faculty, staff, and administrators at the University of Idaho. This digital exhibit space seeks to uncover untold histories and highlight the accomplishments of Black individuals on campus.",Black history; Student organizations; African Americans,2023,University of Idaho Library; Sydney Freeman Jr.,University of Idaho,"Moscow, ID",46.72904381,-117.0126472,eng,https://github.com/uidaholib,CB-CSV,Digital Archive,Academic Library,,image/jpeg,project,/objects/example0119.jpg,/objects/small/example0119_sm.jpg,"/objects/thumbs/example0119_th.jpg"
example0120,Early Chinese in Montreal,https://chinese-canadians.github.io/chinesemontreal/,"A virtual exhibit of early Chinese residents in Montreal, QC. Montreal's Chinese community first established itself when workers came east after the completion of the railway. By 1888, there were about 30 Chinese men living in Montreal, but by the 1890s, families had also begun to settle in a nascent Chinatown. However, many of them left behind few records. Early Chinese in Montreal is an exhibit that has both a physical and digital component. Both are inspired by original research conducted by graduate students in one of Dr. Mary Chapman’s UBC English graduate seminars. The digital exhibit attempts to provide more longevity, interaction, and access to this original research.",Immigration; Chinese Canadians,2023,Dr. Mary Chapman; Sydney Lines,University of British Columbia,"Vancouver, BC, Canada",49.26130538,-123.2461869,eng,https://github.com/chinese-canadians,CB-CSV,Digital Scholarship Project,Academic Library,,image/jpeg,project,/objects/example0120.jpg,/objects/small/example0120_sm.jpg,"/objects/thumbs/example0120_th.jpg"
example0121,Life in Stereoscope,https://zigavivei.github.io/lifeinstereoscope/,"The stereoviews on display in this collection were selected from the University of Texas (UT) School of Information's teaching collection. Each speaks to a different way this technology was used – to travel the globe, understand the labor movement, and view the domestic lives of those photographed. Created as part of the Planning and Understanding Exhibits course at UT.",,2023,Sarah Norris; Sam Howard,University of Texas at Austin,"Austin, TX",30.28503069,-97.73357095,eng,https://github.com/zigavivei,CB-GH,Student Project; Course,,,image/jpeg,project,/objects/example0121.jpg,/objects/small/example0121_sm.jpg,"/objects/thumbs/example0121_th.jpg"
example0122,"Once, Twice, Trice: Students Tackle Naming Jack Trice Stadium",https://iastatedigital.org/exhibits/oncetwicetrice/,"A Special Collections and University Archives exhibition, highlighting the 24 years of student activism to honor Jack Trice and his ideals by naming the football stadium in his honor. Curated by Greg Bailey and Rebecca Wells, Special Collections and University Archives. Web development by Digital Scholarship and Initiatives.",Football; Stadium,2023,Greg Bailey; Rebecca Wells; Olivia Wikle; Iowa State University Library,Iowa State University,"Ames, IA",42.02683261,-93.64643015,eng,https://github.com/isu-digital,CB-CSV,Digital Exhibit,Academic Library,true,image/jpeg,project,/objects/example0122.jpg,/objects/small/example0122_sm.jpg,"/objects/thumbs/example0122_th.jpg"
example0123,Chinese Graves at Melbourne General Cemetery,https://cafhov.github.io/chinesegraves/,"This website documents the graves of Chinese interred at the Melbourne General Cemetery from 1885 to 2013. The headstone records include name in Chinese characters, location of ancestral village, county, and province in China (in Chinese characters), and birth and death dates.",Chinese; Cemetery records; Australia; Family history,2023,Terry Young; Chinese Australian Family Historians of Victoria,Chinese Australian Family Historians of Victoria,"Melbourne, Australia",-37.8106249,144.9691655,eng; chi,https://github.com/cafhov,CB-GH,Digital Archive,Historical Society,,image/jpeg,project,/objects/example0123.jpg,/objects/small/example0123_sm.jpg,"/objects/thumbs/example0123_th.jpg"
example0124,Beowulf-s,https://evanwill.github.io/beowulf-s/,"The beowulf-s project presents the content of Chauncey B. Tinker’s The Translations of Beowulf: A Critical Bibliography (1903) as a digital collection to explore the referenced texts along side his introductions, extracts, and criticism.",Texts; Bibliography,2021,Evan Peter Williamson,University of Idaho,,,,eng,https://github.com/evanwill,CB-CSV,Digital Scholarship Project,Academic Library,,image/jpeg,project,/objects/example0124.jpg,/objects/small/example0124_sm.jpg,"/objects/thumbs/example0124_th.jpg"
example0125,Japanese Patentees in Sweden (1892 - 1938),https://yuntingxie.github.io/patent_collection/,"A hidden transnational history told by patent documents, about Japanese inventors who tried to protect and promote their innovations eight thousand kilometers away.",Patents; Business history; Japan; Sweden; History,2023,Yunting Xie,Uppsala University,"Uppsala, Sweden",59.85799785,17.6294865,eng,https://github.com/yuntingxie,CB-GH,Student Project; Digital Scholarship Project,,,image/jpeg,project,/objects/example0125.jpg,/objects/small/example0125_sm.jpg,"/objects/thumbs/example0125_th.jpg"
example0126,American Women Working in the 20th Century,https://lis-info671-fall2023.github.io/group1-women/,American Women Working in the 20th Century is a digital collection of photos depicting women engaging in various types of work throughout time and space.,Women; Women employees; Home economics; Women and war,2023,jonesa24; Jennleebray; dylanwave; nellienano; ftalebhaghighi,University of Arizona,"Tucson, AZ",32.23255153,-110.9535407,eng,https://github.com/LIS-INFO671-Fall2023,CB-GH,Student Project,,,image/jpeg,project,/objects/example0126.jpg,/objects/small/example0126_sm.jpg,"/objects/thumbs/example0126_th.jpg"
example0127,American Literature and the Civil Rights Movement,https://lis-info671-fall2023.github.io/group2-amlit/,"This collection includes photographs, documents, and objects that provide context for historical and thematic elements found in popular literature produced during the height of the American Civil Rights Movement.",African Americans; Housing discrimination; Race relations; Civil rights,2023,Grunder; Lucero; Rocha; Wilcox,University of Arizona,"Tucson, AZ",32.23255153,-110.9535407,eng,https://github.com/LIS-INFO671-Fall2023,CB-GH,Student Project,,,image/jpeg,project,/objects/example0127.jpg,/objects/small/example0127_sm.jpg,"/objects/thumbs/example0127_th.jpg"
example0128,Read My Lips: Queer Protest Art and Ephemera,https://lis-info671-fall2023.github.io/3-Queer-Protest-Art-and-Ephemera_/,An exploration of queer protest art and ephemera across time and space within the United States.,Art; LGBTQ; Protest,2023,Taylor Doherty; Mak Jones; Jesus Villalobos; Cheyenne Lopex; Violeta Keifer,University of Arizona,"Tucson, AZ",32.23255153,-110.9535407,eng,https://github.com/LIS-INFO671-Fall2023,CB-GH,Student Project,,,image/jpeg,project,/objects/example0128.jpg,/objects/small/example0128_sm.jpg,"/objects/thumbs/example0128_th.jpg"
example0129,A Visual Postcard of Arizona's Historical Sites,https://lis-info671-fall2023.github.io/Group4-arizona-postcard,"This collection highlights the Coronado Trail, San Xavier del Bac Mission, Fort Defiance, and the Grand Canyon.",Coronado Trail; San Xavier del Bac Mission; Fort Defiance; Grand Canyon,2023,M. Aros; R. Chilicky; C.J. Jeanson; L. Sampson,University of Arizona,"Tucson, AZ",32.23255153,-110.9535407,eng,https://github.com/LIS-INFO671-Fall2023,CB-GH,Student Project,,,image/jpeg,project,/objects/example0129.jpg,/objects/small/example0129_sm.jpg,"/objects/thumbs/example0129_th.jpg"
example0130,Decades of Change: A Study of 1960s and 1970s Visual Culture,https://ekdeangelis.github.io/groupfive-digitaldoom/,"A collection of images from the 1960s and 1970s. Materials are contained to the culture of the United States and cover topics such as social movements, politics, art, and scientific progress.",Art; Social movements,2023,"Kyle Allen; Matt Clemens; Emily De Angelis, Amalia King; Tori Wilcox",University of Arizona,"Tucson, AZ",32.23255153,-110.9535407,eng,https://github.com/ekdeangelis,CB-GH,Student Project,,,image/jpeg,project,/objects/example0130.jpg,/objects/small/example0130_sm.jpg,"/objects/thumbs/example0130_th.jpg"
example0131,Diné Ways of Life Image Collection,https://lis-info671-fall2023.github.io/dine-southwest-collection/,This collection consists digitized images that seeks to document and represent contemporary living experiences (1950s-onward) of Native peoples in the Arizona-Southwestern region.,Indigenous peoples; Diné,2023,Mary Taylor; Andy Diazcadena; Kevin Chavez,University of Arizona,"Tucson, AZ",32.23255153,-110.9535407,eng,https://github.com/LIS-INFO671-Fall2023,CB-GH,Student Project,,,image/jpeg,project,/objects/example0131.jpg,/objects/small/example0131_sm.jpg,"/objects/thumbs/example0131_th.jpg"
example0132,Traveling to Europe for Seniors,https://lsis5425-fall2023.github.io/group-2/,"An online resource dedicated to senior citizens and retirees who are contemplating and planning to embark on memorable travels across Europe. This collection offers a variety of guidebooks, ebooks, memoirs, and other resources that can help mature travelers by offering a wealth of information to ensure a safe, enriching, an enjoyable experience.",Senior citizens; Travel; Europe,2023,cll028; nclumbee; donnascott1972,North Carolina Central University,"Durham, NC",35.97543094,-78.89962183,eng,https://github.com/LSIS5425-Fall2023,CB-GH,Student Project,,,image/jpeg,project,/objects/example0132.jpg,/objects/small/example0132_sm.jpg,"/objects/thumbs/example0132_th.jpg"
example0133,Diverse Children's Books,https://lsis5425-fall2023.github.io/group-3/,"A collection of books that showcase different cultures, experiences, and abilities. This collection is built for use with elementary students, and is a great resource to find high interest, up to date books that will help reach all students.",Diversity; Children's books,2023,Amber Fulcher; Sarah Williams,North Carolina Central University,"Durham, NC",35.97543094,-78.89962183,eng,https://github.com/LSIS5425-Fall2023,CB-GH,Student Project,,,image/jpeg,project,/objects/example0133.jpg,/objects/small/example0133_sm.jpg,"/objects/thumbs/example0133_th.jpg"
example0134,Global Fairy Tales: A Collection of Stories from Around the Globe,https://lsis5425-fall2023.github.io/group-4/,This collection has gathered fables and fairy tales from one side of the globe to the other.,Fairy tales; Stories,2023,Naomi Spicer; Emily Rose Neuberger; Dayna Hodge Lynch,North Carolina Central University,"Durham, NC",35.97543094,-78.89962183,eng,https://github.com/LSIS5425-Fall2023,CB-GH,Student Project,,,image/jpeg,project,/objects/example0134.jpg,/objects/small/example0134_sm.jpg,"/objects/thumbs/example0134_th.jpg"
